Series	N	NF	Category	Starting Year		1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47
N 404	46	6	DEMOGRAPHIC 	1948	1	5500	7100	9000	4400	4800	5600	9000	7200	7400	6900	10300	9100	8300	9600	7500	9200	9700	7600	6600	6900	6300	6100	7500	7900	7700	7000	7500	10400	11800	11200	8900	9300	11000	12100	14700	16000	13500	13200	12500	10500	10600	9600	9700	11700	12400	11500	
N 405	47	6	DEMOGRAPHIC 	1947	1	4385.7	4486.6	4375.4	4519.7	4781.9	4879.3	5020.2	4899	5064.1	5236.9	5285.3	5132.4	5326.8	5418.9	5399.9	5554.9	5665.3	5828.3	6076.5	6390.1	6580.3	6789.7	7038.4	7088	7121.4	7367.5	7679	7826.5	7694.5	7938.2	8247.1	8669.7	8982.3	9040.6	9115.2	8954.4	9015.2	9440.8	9738.7	9934.4	10195.8	10521	10789.5	10941.9	10825.6	10851.9	11017.8
N 406	47	6	DEMOGRAPHIC 	1947	1	3838.2	3921.6	3789.7	3917	4143	4218.5	4355.6	4223.8	4372.7	4509.1	4523.9	4348.3	4518.6	4583.6	4540.4	4666	4742.9	4868.6	5068.9	5311.6	5441.3	5605.8	5818.9	5832.5	5833.1	6034.1	6305.8	6409.5	6225.9	6451.1	6734.4	7102.6	7387.6	7416.6	7512.1	7370.7	7428.2	7838.4	8099.2	8265.1	8494.8	8782.4	9011.7	9111.5	8985.4	8986.6	9133.6
N 407	47	6	DEMOGRAPHIC 	1947	1	4385.7	4486.6	4375.4	4519.7	4781.9	4879.3	5020.2	4899	5064.1	5236.9	5285.3	5132.4	5326.8	5418.9	5399.9	5554.9	5665.3	5828.3	6076.5	6390.1	6580.3	6789.7	7038.4	7088	7121.4	7367.5	7679	7826.5	7694.5	7938.2	8247.1	8669.7	8982.3	9040.6	9115.2	8954.4	9015.2	9440.8	9738.7	9934.4	10195.8	10521	10789.5	10941.9	10825.6	10851.9	11017.8
N 408	47	6	DEMOGRAPHIC 	1947	1	3838.2	3921.6	3789.7	3917	4143	4218.5	4355.6	4223.8	4372.7	4509.1	4523.9	4348.3	4518.6	4583.6	4540.4	4666	4742.9	4868.6	5068.9	5311.6	5441.3	5605.8	5818.9	5832.5	5833.1	6034.1	6305.8	6409.5	6225.9	6451.1	6734.4	7102.6	7387.6	7416.6	7512.1	7370.7	7428.2	7838.4	8099.2	8265.1	8494.8	8782.4	9011.7	9111.5	8985.4	8986.6	9133.6
N 409	47	6	DEMOGRAPHIC 	1947	1	2283.7	2363.4	2345.6	2392.9	2503.7	2555.3	2600.7	2592.4	2684.5	2784.8	2806.5	2753.8	2851.1	2904	2907.8	2980.7	3043.4	3141.2	3262.7	3390.2	3496.6	3627.7	3802.2	3895.8	3970.8	4119	4290.4	4401.8	4393.6	4551.4	4766.2	5052.1	5283.6	5388.1	5495.1	5492.7	5585	5901.2	6174.4	6370.4	6594.9	6851	7072.6	7203.9	7144.8	7182.6	7353.4
N 410	47	6	DEMOGRAPHIC 	1947	1	9550	9940	9300	9010	9290	8980	8660	7910	7920	8220	8280	7510	7320	7120	6720	6500	6350	6340	6320	6270	6130	6060	6190	6230	6090	6280	6420	6970	7520	7790	8130	8510	9580	10270	11390	11280	9520	9660	9270	7770	7170	7130	6920	7090	6890	6310	5990
N 411	47	6	DEMOGRAPHIC 	1947	1	1298	1332	1187	1256	1238	1163	1155	1042	1050	1032	981	919	946	924	893	902	885	892	926	964	959	994	1003	975	955	986	1010	965	868	919	910	899	885	848	823	749	741	746	702	703	725	728	720	691	670	671	666
N 412	47	6	DEMOGRAPHIC 	1947	1	649	655	618	640	707	730	768	753	773	797	810	794	809	828	828	849	865	879	908	961	1001	1030	1060	1049	1011	1009	1038	1061	1015	1043	1074	1096	1109	1107	1109	1075	1043	1049	1044	1021	1025	1057	1074	1086	1076	1083	1074
N 413	47	6	DEMOGRAPHIC 	1947	1	3530	3440	3120	3420	3680	3710	3940	3600	3970	4040	4060	3760	4070	4130	4080	4420	4530	4710	5070	5470	5520	5980	6340	6170	6170	6670	7310	7330	6430	6750	7500	7930	8210	7640	7720	7290	7430	8130	8180	8230	8420	8660	8880	8880	8620	8720	8860
N 414	47	6	DEMOGRAPHIC 	1947	1	4210	4220	3850	4000	4060	3940	4210	3910	3960	4030	3870	3730	3880	3900	3780	3900	3870	3980	4200	4340	4280	4330	4410	4260	4120	4330	4540	4520	4070	4290	4380	4520	4450	4180	4080	3820	3700	3820	3670	3610	3700	3830	3810	3750	3660	3630	3620
N 415	47	6	DEMOGRAPHIC 	1947	1	1026	1016	964	1016	1210	1351	1575	1345	1418	1366	1395	1129	1184	1135	1029	1097	1143	1145	1259	1385	1391	1450	1443	1223	1196	1226	1324	1256	1142	1223	1277	1370	1409	1220	1207	1068	1085	1203	1244	1258	1278	1273	1278	1224	1169	1141	1099
N 416	47	6	DEMOGRAPHIC 	1947	1	4870	4940	4880	4940	5050	5100	5220	5250	5390	5600	5640	5630	5750	5890	5920	5950	5900	6020	6210	6460	6620	6670	6820	6790	6580	6640	6700	6600	6240	6250	6470	6720	6970	6990	6990	6990	7120	7580	7880	8160	8390	8640	8630	8710	8470	8310	8300
N 417	30	6	DEMOGRAPHIC 	1964	1	2464.5	2560.1	2664.8	2761.9	2867.7	2995.8	3064.9	3107.8	3216.1	3347.2	3434.8	3457	3585.3	3740.5	3943	4101.6	4193.3	4280.2	4290.8	4379.5	4596.9	4807.8	4968.7	5143.8	5342.1	5527.5	5637.1	5617.8	5676.3	5826.2																	
N 418	47	6	DEMOGRAPHIC 	1947	1	1436	1496	1517	1565	1622	1683	1742	1807	1889	1961	1998	2029	2086	2145	2189	2237	2291	2346	2388	2441	2533	2651	2797	2879	2936	3024	3121	3169	3173	3243	3397	3593	3776	3907	3999	3996	4066	4226	4410	4637	4797	4811	4829	4860	4795	4750	4798
N 419	47	6	DEMOGRAPHIC 	1947	1	3990	4360	4300	4600	5220	5400	5240	5120	5480	5930	5700	5390	5780	5580	5490	5670	5840	5990	6290	6490	6370	6500	7050	6960	7170	7370	7810	7660	6670	6840	7290	8060	8570	8380	8070	7470	7600	8580	9150	9350	9770	10030	10190	10180	9220	8830	9140
N 420	47	6	DEMOGRAPHIC 	1947	1	3250	3235	2944	3191	3446	3496	3678	3357	3549	3603	3549	3254	3473	3462	3371	3517	3558	3644	3854	4113	4108	4189	4254	4014	3870	4041	4262	4184	3769	3957	4125	4301	4388	4185	4168	3825	3840	4089	4056	4009	4050	4122	4127	4040	3895	3842	3817
N 421	47	6	DEMOGRAPHIC 	1947	1	9400	9450	8740	8600	9030	9010	9100	8600	8850	9030	8980	8330	8510	8450	8240	8290	8280	8440	8670	8910	8990	9120	9400	9510	9330	9530	9810	9890	9380	9500	9790	10230	10650	10600	10590	10320	10100	10570	10730	10710	10920	11140	11400	11750	11620	11550	11780
N 422	23	6	DEMOGRAPHIC 	1971	1	7935	8700	9020	8880	10115	11825	11345	9680	8530	9100	9305	8150	7215	6760	6115	6475	5900	6070	5690	6495	6790	7310	6740																								
N 423	23	6	DEMOGRAPHIC 	1971	1	4550	4935	5845	6445	7890	9575	9145	6840	6335	6415	7745	9025	7370	6750	6435	7225	6585	7155	7140	7885	10565	12155	13120																								
N 424	23	6	DEMOGRAPHIC 	1971	1	2620	2980	3240	3180	3540	3920	4270	3430	2890	2930	3190	3180	2630	2330	2100	2310	2110	2220	2190	2370	2990	3170	3160																								
N 425	23	6	DEMOGRAPHIC 	1971	1	1732.2	1714.4	1881.1	1954.6	2263.1	2481.8	2240.3	1585.8	1370.8	1365.4	1510.6	1605.1	1286.5	1129.9	1019.6	1112.5	1002	1043.9	1009.6	1059.3	1356.7	1484.2	1464.3																								
N 426	46	6	DEMOGRAPHIC 	1948	1	5660	5540	5610	5730	5730	5710	5550	5670	5750	5710	5540	5600	5610	5540	5550	5540	5570	5620	5690	5730	5750	5800	5740	5660	5700	5780	5780	5610	5680	5790	5930	5990	5920	5900	5780	5790	5950	6010	6070	6150	6230	6290	6270	6160	6140	6160	
N 427	47	6	DEMOGRAPHIC 	1947	1	4040	4060	3870	4130	4320	4190	4400	4380	4510	4620	4600	4510	4690	4770	4750	4830	4830	4860	4940	5150	5230	5330	5470	5400	5180	5280	5400	5410	4770	5050	5150	5210	5320	5190	5150	4910	4910	5080	5080	5070	5120	5160	5210	5220	5170	5180	5130
N 428	46	6	DEMOGRAPHIC 	1949	1	1622.43	1810.29	1827.37	1743.69	1707.82	1781.26	1842.74	1864.82	1917.01	2007.84	2171.03	2309.38	2600.27	2869.87	3114.64	3274.28	3323.94	3260.09	3086.26	3547.43	3916.36	4163.5	4319	4561.11	4607.52	4738.18	4775.43	4895.16	4989.16	5085.54	5253.36	5051.63	5183.86	5280.06	5375.41	5426.03	5409.9	5458.28	5567.58	5370.93	5039.9	5000	5204.1	5415.34	5644.21	5845.37	
N 429	41	6	DEMOGRAPHIC 	1949	1	8506.01	8224.48	8381.79	8457.96	8554.98	8587.62	8877.32	9209.18	9516.03	9685.82	9833.99	9979.86	10062.9	9984.17	9861.01	10079.83	10148.93	10095.28	9873.06	9644.07	9646.38	9865.31	10262.99	10069.18	10175.26	10355.74	9903.92	9421.36	8904.03	8096.63	7677.11	7239.47	6914.56	6486.01	5780.77	5243.38	5000	4947.75	4584.19	3968.79	3718.79						
N 430	46	6	DEMOGRAPHIC 	1949	1	5394.21	5667.34	5803.9	5667.34	5803.9	6008.75	6213.59	6350.15	6250	6196.52	6333.08	6537.92	6691.56	6779.6	6823.63	6867.65	6911.67	6882.33	6647.53	6530.14	6574.16	6574.16	6500.79	6310.02	6133.93	6060.56	5869.79	5679.02	5488.25	5326.83	5238.79	5186.92	5037.38	4308.41	4672.9	4621.5	4672.9	4766.35	4813.08	4813.08	4894.86	5000	5011.68	5035.05	4824.77	4844.96	
N 431	20	6	DEMOGRAPHIC 	1974	1	3443.4	3628.45	3766.33	3922.35	4023.95	4183.6	4306.97	4390.42	4492.02	4720.61	4560.96	4869.38	4709.73	4785.92	4785.92	4916.55	5000	4414.01	4172.5	3911.47																											
N 432	21	6	DEMOGRAPHIC 	1974	1	1795	1920	1854	2155	2053	2038	2187	2193	2095	2043	2301	2434	2461	2310	2239	2471	2535	2545	2514	2664	2656																										
N 433	21	6	DEMOGRAPHIC 	1974	1	1766	1762	1868	1847	1916	1933	1920	1834	1904	2017	2075	2110	2077	2233	2246	2276	2341	2493	2299	2169	2232																										
N 434	21	6	DEMOGRAPHIC 	1974	1	2481	2740	3121	3321	3430	3842	4272	4502	4450	4739	5099	5287	5406	5622	5896	6164	6462	6553	6570	6947	7149																										
N 435	21	6	DEMOGRAPHIC 	1974	1	2758	2881	2838	2904	2857	3014	3152	3202	2994	3075	3116	3072	3215	3218	3139	3294	3440	3435	3370	3663	3755																										
N 436	21	6	DEMOGRAPHIC 	1974	1	9783	9819	9863	9969	10291	10497	10582	10635	10658	10861	11139	11012	10882	11060	11234	11261	11062	11105	10860	10809	10764																										
N 437	21	6	DEMOGRAPHIC 	1974	1	3907	4292	4751	5135	5214	5827	6282	6712	6765	7169	7645	7871	7850	8025	8316	8621	8993	9393	9589	9882	10005																										
N 438	21	6	DEMOGRAPHIC 	1974	1	6660.4	6739.7	6876	6997.1	7131.7	7405.2	7497.2	7617.2	7665.1	7778.5	7902.1	8038.4	8128.4	8252.7	8356.5	8460.5	8539.3	8602.2	8737.6	8767.3	8874.2																										
N 439	21	6	DEMOGRAPHIC 	1974	1	4924.8	4955.1	4961.3	4987.4	5008	5145.6	5175.7	5212.7	5224.4	5240.4	5294.8	5369.9	5432.7	5438.6	5474.7	5529.6	5527.1	5552.5	5608.8	5612.5	5686.9																										
N 440	21	6	DEMOGRAPHIC 	1974	1	5624.2	5750.3	5970.4	6193	6812.4	7635.9	7748.7	7901.8	7973.5	8106.6	8272.4	8370.8	8499.9	8664.9	8776.8	8865.8	8965.2	9021.1	9114.2	9214.1	9285.1																										
N 441	21	6	DEMOGRAPHIC 	1974	1	4903.5	5113	5395.5	5885.5	6260	6651	6795	7035.5	7299.5	7397	7518.5	7654	7874.5	8198	8334.5	8334.5	8606.5	8590.5	8855	8975.5	8844																										
N 442	21	6	DEMOGRAPHIC 	1974	1	9003	9037	8979	9413	9970	10134	10016	9640	9318	9521	9973	10086	10246	10724	10947	11201	11128	10833	10472	10193	10429																										
N 443	21	6	DEMOGRAPHIC 	1974	1	10343	10356	10347	10726	10446	10724	10956	9558	9258	10252	10318	10459	10370	10725	10400	11564	10651	10212	10521	10828	10776																										
N 444	21	6	DEMOGRAPHIC 	1974	1	8464	8568	8588	8937	9138	9188	9099	9201	9521	9797	9997	10092	10109	10424	10449	11054	10655	10587	10326	10419	10659																										
N 445	21	6	DEMOGRAPHIC 	1974	1	5149	4971.2	5015.4	5026.2	5134.6	4972.4	4810.2	4703	4547.4	4563.2	4655.4	4687	4842.2	4878.4	4946	4914.8	4747	4588.6	4459.6	4450.2	4464.2																										
N 446	21	6	DEMOGRAPHIC 	1974	1	5701	5622	5663.5	5849.5	6470.5	6563	6325	5878.5	5709.5	5580	5700.5	6127	6576.5	6703.5	7020.5	6951	6640	6355	6112.5	6266	6391.5																										
N 447	21	6	DEMOGRAPHIC 	1974	1	9151.5	8922	9094.8	9177.6	9402.6	9292.8	8893.5	8608.8	8344.5	8417.1	8712.6	8707.2	8981.7	9026.1	9125.7	9095.7	8808.3	8571.9	8420.7	8346.3	8513.1																										
N 448	21	6	DEMOGRAPHIC 	1974	1	9837	8731	9038	9150	9099.5	10258	9509.5	9218.5	8896.5	9034	8909	9392.5	10147	9521	9582.5	9308.5	9317	9039.5	9022	8182	7914																										
N 449	21	6	DEMOGRAPHIC 	1974	1	5972.5	5580	5754.5	5972.5	6391.5	6295.5	6122.5	6577.5	6734	6882.5	6075	6660.5	6843.5	7006	7348.5	7195.5	6977.5	6898.5	6903.5	7088	6886.5																										
N 450	21	6	DEMOGRAPHIC 	1974	1	6789.9	6950.7	6911.4	6956.1	7272.3	7308.9	6973.2	7454.7	7063.8	7183.2	7184.1	7283.7	7000.5	7125.3	7256.4	7413.3	7003.5	6838.5	6658.2	6603.3	6631.5																										
N 451	21	6	DEMOGRAPHIC 	1974	1	4736	4802	4842.5	4996	4849	4664.5	4711.5	4728	4787	4932	5130	5212	5380.5	5693	5836	5992	5932	5889.5	5846.5	5837.5	5903.5																										
N 452	21	6	DEMOGRAPHIC 	1974	1	4654.5	4748	4796.5	4837.5	4368	3902.5	4098.5	4238	4374	4499	4709	4800	5146	5450.5	5654.5	5769	5811	5821.5	5879	5908.5	5929.5																										
N 453	21	6	DEMOGRAPHIC 	1974	1	8148	7859.5	7775.5	8162.5	8312.5	8377.5	8157.5	8290	8166.5	8153	8373	8611	8489	9071.5	9018.5	9159.5	8866.5	9008	8712.5	8745.5	8789																										
N 454	21	6	DEMOGRAPHIC 	1974	1	8942.4	8681.7	8806.8	8937.6	9112.8	9027.9	8658	8491.2	8382.3	8384.1	8621.7	8851.5	9173.4	9238.8	9339.9	9514.8	9127.8	8850.9	8744.7	9142.8	9346.5																										
N 455	21	6	DEMOGRAPHIC 	1974	1	7618.5	7477	7528.5	7799.5	8403.5	8480.5	8234.5	7988	7766.5	7841.5	8112	8632.5	8746	8948	9507	9533	9134.5	8623	8548.5	8741	9026.5																										
N 456	21	6	DEMOGRAPHIC 	1974	1	6938.2	6731.2	6887.6	7016.6	7114	7065.2	6753.8	6625.8	6573.8	6578	6793.8	6953.8	7240.4	7307.4	7327.4	7487.6	7231.6	7049.8	6978.6	7392.6	7540.6																										
N 457	21	6	DEMOGRAPHIC 	1974	1	6981.6	6671.4	6809.7	7144.5	7700.4	7666.2	7490.7	7501.5	7088.1	7210.5	7270.5	7348.2	7871.4	8170.8	7521	8127.3	7877.7	7525.5	7604.4	7280.4	6922.8																										
N 458	21	6	DEMOGRAPHIC 	1974	1	5706	5437.2	5524.5	5786.7	5851.5	5720.4	5584.8	6184.5	6276.6	6109.8	5829.9	5770.8	5940	6129.3	6596.4	6196.8	5932.5	5772.3	6229.5	6678.3	6599.4																										
N 459	21	6	DEMOGRAPHIC 	1974	1	7744.2	8009.1	8077.5	8187	8813.1	8462.4	8361	8414.7	8331.6	8560.2	8699.4	8857.2	8964.9	8921.7	9121.2	9434.4	8772	8636.1	8346	8234.4	8577.3																										
N 460	21	6	DEMOGRAPHIC 	1974	1	6243.5	6242	6386	6500	6426.5	6265.5	6314.5	6319.5	6539	6723.5	7034	7208	7467	7744.5	7916.5	8113	8084	8039.5	8060.5	8257	8415																										
N 461	21	6	DEMOGRAPHIC 	1974	1	6182	6191.5	6198.5	6292.5	6535	6686	6488	6375.5	6477	6645	6901	7046.5	7290.5	7450	7722.5	7845	7742	7566	7384	7456	7672																										
N 462	21	6	DEMOGRAPHIC 	1974	1	5916.5	5975.5	6126.5	6147.5	5917	5626.5	5740	5793	6034	6202.5	6533.5	6740	7131.5	7397	7587.5	7802.5	7871	7874	8067.5	8285.5	8400.5																										
N 463	21	6	DEMOGRAPHIC 	1974	1	6325	6268	6588	6774.5	6747	6745	6946.5	6374	6404.5	6823	7079	7354	7158	7308	7520	7740	7658.5	7403.5	7256.5	7655.5	7750																										
N 464	21	6	DEMOGRAPHIC 	1974	1	6096.5	5951.5	6136.5	6344	6515.5	6500	6506	6557	6937	7120.5	7410.5	7344	7354.5	7474.5	7613	7786.5	7478	7334	7213	7150	7594																										
N 465	21	6	DEMOGRAPHIC 	1974	1	5534.7	5331.3	5356.2	5604	5671.8	5658.9	5584.8	5567.7	5661.6	5713.8	5835.3	6024.3	6073.5	6581.7	6472.8	6571.5	6483	6509.1	6310.5	6603.3	6559.8																										
N 466	36	6	DEMOGRAPHIC 	1959	1	8320	8243	8391	8077	7554	7160	6721	5784	5667	5047	5008	5260	5303	5075	4828	4922	5450	5311	5311	5280	5461	6217	6851	7512	7647	7277	7223	7023	7005	6874	6784	7098	7712	8144	8393	8053											
N 467	36	6	DEMOGRAPHIC 	1959	1	1916	1955	1954	2034	1972	1822	1916	1721	1774	1755	1827	1951	2100	2158	2193	2324	2430	2543	2610	2654	2645	2972	3252	3434	3564	3498	3474	3613	3654	3642	3504	3768	4161	4275	4424	4232											
N 468	36	6	DEMOGRAPHIC 	1959	1	9250	9050	9050	8600	7950	7500	6950	5900	5700	5000	4850	5050	5000	4650	4400	4400	4850	4700	4650	4550	4600	5150	5600	6100	6150	5800	5700	5450	5350	5200	5150	5350	5750	5950	6150	5800											
N 469	36	6	DEMOGRAPHIC 	1959	1	8520	8480	8420	8580	8080	7280	7680	6620	6660	6460	6540	6500	6780	6540	6440	6420	6500	6600	6340	6280	6080	6540	6920	7260	7200	6900	6800	6920	6840	6680	6440	6680	7120	7080	7120	6920											
N 470	36	6	DEMOGRAPHIC 	1959	1	3400	3500	3500	3400	3600	3900	3650	3950	4000	4000	4100	4300	4250	4500	4600	4850	4950	5050	5400	5550	5600	5650	5700	5600	5800	6000	6000	5950	6050	6150	6250	6350	6350	6500	6650	6500											
N 471	36	6	DEMOGRAPHIC 	1959	1	2300	2370	2330	2520	2610	2540	2850	2980	3130	3480	3650	3710	3960	4250	4540	4720	4460	4790	4910	5030	4840	4780	4750	4570	4660	4810	4810	5140	5220	5300	5170	5310	5400	5250	5270	5260											
N 472	36	6	DEMOGRAPHIC 	1959	1	4900	5050	4950	5000	5100	5200	5150	5250	5300	5350	5400	5750	5800	6100	6200	6500	6650	6800	7200	7300	7300	7550	7700	7700	8000	8100	8050	8100	8200	8250	8250	8500	8700	8850	9050	8800											
N 473	25	6	DEMOGRAPHIC 	1971	1	4948	5694	6182	6602	6999	7386	7736	7908	8032	8073	8135	8172	8196	8216	8230	8244	8249	8255	8264	8268	8269	8278	8287	8284	8273																						
N 474	25	6	DEMOGRAPHIC 	1971	1	4488	5192	5634	6009	6370	6740	7078	7245	7367	7409	7472	7513	7542	7568	7590	7612	7628	7645	7666	7681	7697	7718	7740	7750	7753																						
N 475	25	6	DEMOGRAPHIC 	1971	1	5485	5520	5555	5581	5592	5578	5547	5514	5476	5454	5425	5390	5352	5310	5264	5214	5159	5100	5036	4969	4867	4782	4692	4597	4499																						
N 476	25	6	DEMOGRAPHIC 	1971	1	4225	4275	4324	4365	4392	4395	4385	4371	4352	4340	4330	4315	4298	4277	4254	4226	4196	4162	4125	4084	4016	3958	3897	3832	3764																						
N 477	25	6	DEMOGRAPHIC 	1971	1	3791	3766	3741	3716	3692	3667	3635	3609	3582	3568	3416	3390	3364	3338	3312	3284	3254	3225	3194	3162	3124	3092	3059	3025	2988																						
N 478	25	6	DEMOGRAPHIC 	1971	1	6881	6989	7031	7055	7070	7101	7132	7137	7151	7160	7130	7108	7079	7052	7019	6987	6951	6913	6874	6830	6788	6745	6697	6626	6550																						
N 479	25	6	DEMOGRAPHIC 	1971	1	4821	4840	4855	4886	4930	5009	5152	5285	5440	5557	5016	5078	5128	5183	5237	5296	5347	5407	5472	5492	5702	5799	5901	5958	6022																						
N 480	25	6	DEMOGRAPHIC 	1971	1	2804	3066	3320	3636	4008	4314	4706	4900	5022	5066	5074	5058	5026	4992	4952	4910	4852	4802	4754	4538	4546	4566	4596	4634	4670																						
N 481	25	6	DEMOGRAPHIC 	1971	1	2580	2836	3082	3392	3760	4064	4458	4654	4778	4822	4838	4828	4802	4776	4744	4710	4660	4618	4578	4370	4384	4406	4438	4480	4522																						
N 482	25	6	DEMOGRAPHIC 	1971	1	998.42	1180.23	1324.57	1473.12	1740.3	1983.78	2275.47	2554.3	2790.1	3020.77	3285.82	3674.14	4015.38	4213.46	4613.48	4672.4	4938.21	5141.55	5372.29	5791.1	6236.03	6907.32	7301.48	7715.2	8127.57																						
N 483	25	6	DEMOGRAPHIC 	1971	1	2018.6	2232.2	2504.4	3103.4	3666.3	3447.9	3943.5	4273.7	4637.2	4704.7	5104.7	5509.9	5630.6	6557.6	6579.8	5382.6	4199.1	4046.3	4509.4	4556.6	4795.1	4594.2	6141.2	7363.4	7083.7																						
N 484	25	6	DEMOGRAPHIC 	1971	1	1275.67	1512.79	1697.12	1889.08	2232.09	2554.63	2935.17	3298.86	3605.5	3904.97	4252.14	4770.08	5208.87	5447.36	5957.51	6070.75	6419.33	6696.87	7009.69	7553.38	8140.48	9044.35	9530.34	10077.28	10622.13																						
N 485	25	6	DEMOGRAPHIC 	1971	1	1578.47	1723.97	1960.3	2039.55	2394.88	2528.25	2718.63	2939.07	3139.43	3425.98	3559.63	3451.5	4028.77	4757.5	5622.65	4621.08	5136	4933.25	4623.5	5164.2	5334.83	5054	6150.75	6021.13	6277.52																						
N 486	25	6	DEMOGRAPHIC 	1971	1	1819.5	1867.71	2075.42	2190.27	2531.55	2825.41	3134.6	3384.89	3702.73	4069.09	4626.02	5062.43	5338	5360.79	5513.39	5586.08	5616.14	5814.63	5957.75	5558.26	6408.11	6687.47	7029.96	7370.81	7762.83																						
N 487	25	6	DEMOGRAPHIC 	1971	1	888.37	1086.09	1338.31	1478.95	1849.81	2204.21	2615.44	2928.36	3301.82	3739.58	4370.46	4903.1	5301.02	5446.1	5730.03	5951.23	6184.34	6582.18	6976.33	7470.2	8006.34	8630.51	8960.34	10020.44	10925.36																						
N 488	25	6	DEMOGRAPHIC 	1971	1	2298.95	2343.85	2590.64	2698.3	3091.75	3432.63	3778.86	4041.51	4406.31	4785.15	5363.47	5826.22	6090.01	6069.81	6188.8	6242.2	6270.27	6410.07	6570.4	6773.44	6875.41	7008.89	7328.69	7441.57	7599.89																						
N 489	25	6	DEMOGRAPHIC 	1971	1	858.91	874.34	970.2	1258.8	1465.33	1647.9	1904.03	2178.96	2528.83	2956.86	3570.46	4105.51	4517.76	4725.9	5060.84	5305.29	5440.92	5751.61	6161.14	6587.53	7094.56	7609.88	8569.93	9560.38	10607.63																						
N 490	25	6	DEMOGRAPHIC 	1971	1	4621.14	4922.09	4922.17	4918.49	5242.95	5514.38	6128.21	6423.33	7167.7	7423.6	7933.95	8194.61	8308.47	8306.58	8240.59	8238.18	8134.3	8341.75	8387.51	8889.85	8869.05	8094.41	8029.1	7624.33	7356.71																						
N 491	25	6	DEMOGRAPHIC 	1971	1	170.8	275.35	382.2	485.4	672.35	861.95	1209.3	1487.5	1874.3	2554.25	3308.75	4125.1	4875	5502.5	5905.8	6444.5	7027.65	8036.95	8998.7	10446.95	12090.4	13460.9	15385.65	18639.7	23103.3																						
N 492	25	6	DEMOGRAPHIC 	1971	1	853.42	1070.86	1258.72	1428.24	1774.62	2164.88	2698.72	3082.38	3850.42	4609.52	5493.2	6261.74	6874.52	7403.14	7749.78	8185.14	8606.92	9328.94	9993.76	10821.94	11521.8	12116.62	11161	11358.26	11448.22																						
N 493	25	6	DEMOGRAPHIC 	1971	1	2151.06	2332.26	2457.82	2533.53	2867.22	3186.52	3487.47	3733.52	4052.26	4482.15	5116.47	5671.98	6086.66	6229.16	6526.62	6735.6	6874.34	7206.03	7491.36	7839	8274.31	8617.1	9364.69	9912.49	10344.1																						
N 494	25	6	DEMOGRAPHIC 	1971	1	899.43	1041.88	1167.86	1272.52	1531.29	1795.56	2055.85	2254.34	2471.51	2764.98	3223.44	3628.32	3956.07	4108.26	4379.9	4626.46	4858.76	5199.46	5559.47	5975.21	6544.53	6980.79	7406.43	8145.59	9033.47																						
N 495	25	6	DEMOGRAPHIC 	1971	1	1337.12	1440.22	1508.16	1560.1	1767.84	1970.88	2165.08	2333.96	2542.74	2825.84	3255.48	3643.12	3942.28	4077.14	4323.76	4543.34	4706.64	4993.86	5302	5625.66	5957.94	6267.76	6796.68	7188.6	7437.96																						
N 496	25	6	DEMOGRAPHIC 	1971	1	2034.87	2177.29	2266.78	2307.84	2558.51	2802.73	3031.59	3215.51	3477.99	3831.61	4340.44	4789.95	5128.66	5236.19	5479.23	5640.72	5730.79	6037.76	6225	6491.69	6818.63	7070.04	7959.75	8308.87	8439.92																						
N 497	25	6	DEMOGRAPHIC 	1971	1	2099.86	2262.9	2373	2425.82	2748.14	3021.54	3315.36	3605.82	3969.4	4455.64	5151.96	5788.44	6265.02	6496.62	6841.14	7042.1	7160.82	7402.06	7677.46	7946.3	8242.76	8538.22	8925.48	9407.48	9774.58																						
N 498	22	6	DEMOGRAPHIC 	1971	1	6424.37	7103.89	7318.96	7286.59	7687.31	8174.01	8587.45	8875.73	9347.32	9127.25	9139.19	9193.65	9149.39	8973.47	8912.51	8986.03	8763.29	8826.24	8725.08	8789.08	8830.67	8248.04																									
N 499	25	6	DEMOGRAPHIC 	1971	1	896	1452.4	2019.2	2595.8	3460.4	4689.2	6317.2	7747.4	8262.2	7769	7381.2	7245.6	7151.8	6696.4	6583.6	6357.6	6128.2	6177.2	6330	6863.8	7569.4	7956.2	8860	9793.6	10790.4																						
N 500	25	6	DEMOGRAPHIC 	1971	1	3247.35	3826.2	4273.1	4625.9	5266.45	6009.6	6772.35	7298.5	7009	6377.5	5925	5703.75	5590.25	5443.75	5520.9	5891.6	6034.9	6533.6	6976.15	7578.9	8093.35	7836.75	7606.85	7483.1	7416.45																						
N 501	23	6	DEMOGRAPHIC 	1971	1	4096.86	4558.41	4783.48	4887.76	5305	5813.8	6278.82	6564.87	6830.67	6722.89	6853.93	6932.35	6988.63	6935.74	6865.46	6917.44	6649.65	6750.67	6641.7	6699.67	6742.6	6297.95	6050.64																								
N 502	25	6	DEMOGRAPHIC 	1971	1	3302.15	3908.11	5370.1	6378.08	8802.24	10600.01	7740.2	6687.94	5501.24	4699.26	4582.2	3542.8	3366.48	2823.33	2328.58	2150.66	1693.56	1434.73	1178.54	903.67	1082.59	1389.64	1726.36	2238.68	2253.87																						
